%Time [yyyymmddhh] Hs [m] Tp [s] Dir [deg]
199003180000	0.22	3.19	304.33
199003180300	0.22	3.5	300.89
199003180600	0.28	3.98	306.08
199003180900	0.33	4.19	308.81
199003181200	0.35	4.11	308.95
199003181500	0.34	3.99	305.64
199003181800	0.31	3.92	298.29
199003182100	0.31	3.97	288.21
199003190000	0.33	4.26	280.53
199003190300	0.36	4.56	277.83
199003190600	0.4	4.73	280.3
199003190900	0.43	4.78	284.29
199003191200	0.44	4.78	286.47
199003191500	0.41	4.73	285.83
199003191800	0.37	4.67	283.04
199003192100	0.33	4.56	280.22
199003200000	0.29	4.52	277.13
199003200300	0.26	4.51	274.29
199003200600	0.23	4.49	272.32
199003200900	0.21	4.42	272.17
199003201200	0.21	4.24	275.1
199003201500	0.2	4.12	276.54
199003201800	0.18	4.05	274.25
199003202100	0.17	3.93	274.12
199003210000	0.15	3.84	276.73
199003210300	0.14	3.75	275.91
199003210600	0.13	3.49	268.52
199003210900	0.14	3.35	253.5
199003211200	0.16	3.68	219.65
199003211500	0.18	4.02	193.95
199003211800	0.18	4.04	186.53
199003212100	0.17	3.86	185.81
199003220000	0.17	3.48	196.36
199003220300	0.17	3.16	234.1
199003220600	0.16	3.03	258.41
199003220900	0.14	2.92	267.81
199003221200	0.12	2.81	274.35
199003221500	0.1	2.75	273.99
199003221800	0.09	2.63	285.86
199003222100	0.09	2.69	292.9
199003230000	0.09	3.42	281.78
199003230300	0.12	3.92	276.91
199003230600	0.18	3.78	275.59
199003230900	0.22	3.97	271.19
199003231200	0.29	3.65	266.63
199003231500	0.39	3.39	262.47
199003231800	0.45	3.55	261.14
199003232100	0.47	3.72	259.8
199003240000	0.48	3.76	259.12
199003240300	0.5	3.81	259.13
199003240600	0.5	3.91	258.56
199003240900	0.52	3.9	256.72
199003241200	0.54	4.01	256.1
199003241500	0.54	4.23	255.48
199003241800	0.53	4.43	254.44
199003242100	0.51	4.52	253.85
199003250000	0.5	4.57	254.5
199003250300	0.47	4.6	255.22
199003250600	0.45	4.54	255.71
199003250900	0.45	4.2	255.25
199003251200	0.44	4.02	254.71
199003251500	0.4	4.06	254.53
199003251800	0.38	4.02	254.62
199003252100	0.36	3.96	255.02
199003260000	0.34	3.94	255.49
199003260300	0.32	3.94	256.05
199003260600	0.31	3.94	256.58
199003260900	0.3	3.71	256.47
199003261200	0.3	3.55	257.19
199003261500	0.31	3.45	258.26
199003261800	0.31	3.49	259.5
199003262100	0.3	3.59	260.58
199003270000	0.29	3.67	261.82
199003270300	0.27	3.73	263.01
199003270600	0.24	3.79	263.89
199003270900	0.23	3.74	264.27
199003271200	0.22	3.63	265.6
199003271500	0.2	3.54	267.73
199003271800	0.2	3.42	270.52
199003272100	0.19	3.36	273.03
199003280000	0.19	3.31	275.65
199003280300	0.18	3.27	277.94
199003280600	0.17	3.27	279.03
199003280900	0.16	3.21	277.63
199003281200	0.18	2.73	274.8
199003281500	0.2	2.94	276.72
199003281800	0.22	3.31	279.91
199003282100	0.24	3.72	282.39
199003290000	0.26	4.13	283.35
199003290300	0.26	4.57	282.33
199003290600	0.27	5.04	279.52
199003290900	0.29	5.1	274.84
199003291200	0.3	5.32	272.71
199003291500	0.31	5.4	271.78
199003291800	0.33	5.24	270.42
199003292100	0.4	4.5	269.45
199003300000	0.48	4.34	269.76
199003300300	0.59	4.46	270.75
199003300600	0.69	4.68	270.74
199003300900	0.77	4.77	270.39
199003301200	0.88	4.64	270.64
199003301500	1.1	4.81	271.6
199003301800	1.27	5.14	271.83
199003302100	1.38	5.39	271.27
199003310000	1.34	5.53	270.36
199003310300	1.22	5.42	268.23
199003310600	1.15	5.2	265.36
199003310900	1.1	5.03	263.82
199003311200	1.09	4.89	262.5
199003311500	1.08	4.85	260.55
199003311800	1.02	4.95	259.24
199003312100	0.95	5.03	258.17
199004010000	0.9	5.13	257.39
199004010300	0.89	5.4	258.24
199004010600	0.96	5.6	266.47
199004010900	1.45	5.77	294.7
199004011200	1.77	6.1	302.67
199004011500	1.97	6.3	307.29
199004011800	1.79	6.48	309.53
199004012100	1.68	6.86	310.83
199004020000	1.69	7.04	311.9
199004020300	1.55	7.13	310.79
199004020600	1.32	6.9	308.21
199004020900	1.17	6.54	304.8
199004021200	1.01	6.3	300.39
199004021500	0.87	6.09	295.45
199004021800	0.76	5.93	289.93
199004022100	0.7	5.87	285.23
199004030000	0.64	5.87	282.52
199004030300	0.6	5.74	279.71
199004030600	0.56	5.49	275.73
199004030900	0.52	5.22	270.81
199004031200	0.48	4.97	265.41
199004031500	0.44	4.78	260.14
199004031800	0.4	4.65	256.13
199004032100	0.37	4.56	253.46
199004040000	0.34	4.49	252.09
199004040300	0.31	4.42	251.46
199004040600	0.29	4.18	248.61
199004040900	0.29	3.76	243.34
199004041200	0.29	3.27	239.97
199004041500	0.26	3.32	242.67
199004041800	0.22	3.44	244.98
199004042100	0.19	3.45	245.79
199004050000	0.17	3.43	246.39
199004050300	0.15	3.41	246.95
199004050600	0.17	2.88	236.03
199004050900	0.22	2.55	228.71
199004051200	0.23	2.63	227.69
199004051500	0.21	2.87	228.4
199004051800	0.2	3.06	227.93
199004052100	0.19	3.13	227.68
199004060000	0.18	3.12	228.8
199004060300	0.17	3	233.49
199004060600	0.18	2.69	238.5
199004060900	0.21	2.4	243.61
199004061200	0.2	2.49	246.78
199004061500	0.17	2.7	247.69
199004061800	0.15	2.87	250.5
199004062100	0.14	3.01	254.94
199004070000	0.13	3.13	261.83
199004070300	0.13	3.22	268.59
199004070600	0.14	3.28	272.7
199004070900	0.14	3.31	274.33
199004071200	0.15	3	270.32
199004071500	0.14	3.16	273.64
199004071800	0.13	3.21	275.16
199004072100	0.12	3.22	275.7
199004080000	0.11	3.21	275.91
199004080300	0.1	3.21	275.91
199004080600	0.13	2.32	237.48
199004080900	0.2	2.25	206.2
199004081200	0.22	2.5	204.37
199004081500	0.21	2.78	206.91
199004081800	0.2	3.17	211.51
199004082100	0.19	3.52	215.64
199004090000	0.19	3.79	219.59
199004090300	0.18	4.01	224.02
199004090600	0.19	3.86	241.01
199004090900	0.21	3.57	262.81
199004091200	0.21	3.74	264.52
199004091500	0.2	4.35	258.27
199004091800	0.2	4.72	258.65
199004092100	0.2	4.85	260.74
199004100000	0.2	4.83	262.91
199004100300	0.2	4.7	264.84
199004100600	0.19	4.58	263.47
199004100900	0.21	3.73	238.06
199004101200	0.21	3.54	228.78
199004101500	0.18	3.62	233.39
199004101800	0.16	3.48	229.11
199004102100	0.22	3.13	193.49
199004110000	0.32	3.52	181.3
199004110300	0.36	3.75	179.99
199004110600	0.4	3.48	185.77
199004110900	0.43	3.25	202.32
199004111200	0.69	3.61	235.69
199004111500	1.02	4.26	247.62
199004111800	1.25	4.72	252.85
199004112100	1.31	5.11	254.67
199004120000	1.3	5.42	256.36
199004120300	1.3	5.67	257.9
199004120600	1.34	5.83	258.19
199004120900	1.37	6	259.15
199004121200	1.38	6.14	260.19
199004121500	1.36	6.27	261.43
199004121800	1.31	6.38	262.95
199004122100	1.24	6.4	264.26
199004130000	1.17	6.3	265.32
199004130300	1.1	6.15	265.58
199004130600	1.02	6.03	265.27
